rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,adv_description,link
3 500 zł,800 zł/miesiąc,"ul. Sienna, Mirów, Wola, Warszawa, mazowieckie",45 m²,2,1/5,blok,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,2008,,52.230226,20.992163,"Wygodne, umeblowane i w pełni wyposażone, bardzo ciche mieszkanie, w samym centrum Warszawy.
Nieruchomość posiada monitoring i całodobową ochronę.
Miesięczny czynsz obejmuje wszystkie opłaty oprócz energii elektrycznej.
Tel. 570907785",https://www.otodom.pl/pl/oferta/rezydencja-sienna-salon-i-sypialnia-45m-bezp-ID46jbW
4 300 zł,,"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",58 m²,2,2/7,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2006,tylko dla niepalących,52.198611,21.046426,"Mieszkanie znajduje się na drugim piętrze apartamentowca z windą, przy ulicy Bobrowieckiej. Składa się z dużego salonu z aneksem kuchennym, z wyjściem na balkon, osobnej dużej sypialni, przedpokoju oraz łazienki. Budynek na zamkniętym osiedlu, za szlabanem, z całodobową ochroną, z podziemną halą garażową z przypisanym do mieszkania miejscem.
  Mieszkanie jest w pełni umeblowane oraz wyposażone (odkurzacz, żelazko, pralka, zmywarka, płyta elektryczna, piekarnik, dwie lodówki), z rozkładaną sofą w salonie. Jest w pełni gotowe do zamieszkania.
  W cenie zawiera się czynsz oraz miejsce postojowe w podziemnej hali garażowej. Dodatkowo płatne pozostają rachunki za prąd oraz woda według zużycia (nadpłata / niedopłata). Ze względu na południowo-zachodnie usytuowanie, mieszkanie jest bardzo słoneczne i ciepłe, w zimie prawie nie trzeba odkręcać kaloryferów co wiąże się z niskim kosztem za ogrzewanie.
  Okolica dobrze skomunikowana dzięki liniom autobusowym i pobliskim arteriom Sobieskiego, Gagarina, Czerniakowska. Do Łazienek Królewskich kilka minut pieszo, do Pl. Unii Lubelskiej kilka minut rowerem.
  Umowa na co najmniej 12 miesięcy. Kaucja w wysokości 4300 zł na poczet ostatniego miesiąca. Ogłoszenie prywatne. Nie współpracuję z agencjami.
  Powyższe ogłoszenie nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/2-pokoj-mieszkanie-z-garazem-na-dolnym-mokotowie-ID46yJQ
3 600 zł,800 zł/miesiąc,"ul. Sonaty 5, Służew, Mokotów, Warszawa, mazowieckie",53 m²,2,6/6,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2021,"klimatyzacja, piwnica, tylko dla niepalących",52.171473,21.027109,"Mam do wynajęcia 2 pokojowe mieszkanie o powierzchni 53 m2, w budynku przy ul. Sonaty 5.
Znajduje się na 6 piętrze w tej części budynku jest to ostatnie piętro.
Bardzo dobra lokalizacja, wejście do bloku oddalone o ok. 50 metrów od wejścia do metra Służew.
Mieszkanie składa się z salonu z aneksem kuchennym, sypialni, łazienki, garderoby oraz dużego balkonu ok. 10 m2.
Do mieszkania przynależne jest miejsce postojowe w garażu podziemnym na poziomie -1 i komórka lokatorska w cenie najmu.
Kuchnia wyposażona w piekarnik, płytę indukcyjną, zmywarkę, lodówkę.
W łazience znajduje się pralka, prysznic.
Garderoba 4,5 m2 w pełni wyposażona.
W sypialni duże łóżko dwuosobowe.
W pokoju dziennym znajduje się rozkładana sofa i stół.
Mieszkanie posiada klimatyzację!
Cena 3 600 zł / m-c plus czynsz do wspólnoty (ok. 800 zł) plus opłaty za media.
Na parterze budynku znajduje się ogólnodostępna wózkownia.
W bliskiej odległości znajduje się:
Szkoła podstawowa, sklepy, piekarnia, na dole budynku jest przychodnia, 50 metrów od wejścia do metra (metro Służew), restauracje i bary, ok 3 km do Galerii Mokotów.",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-do-wynajecia-metro-sluzew-ID4eeiq
3 600 zł,600 zł/miesiąc,"Kabaty, Kabaty, Ursynów, Warszawa, mazowieckie",51 m²,2,parter/4,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,2007,,52.133688,21.06474,"DO WYNAJĘCIA NA MARZEC I KWIECIEŃ!!!!!
Lokalizacja: Warszawa, Ursynów. Kabaty.  Mieszkanie położone jest przy mało ruchliwej ulicy, 2 minuty pieszo od Metra Kabaty, 800 metrów od Lasu Kabackiego. Idealne dla pary lub wymagającego singla. 
Mieszkanie znajduje się na wysokim parterze w 4-piętrowym w budynku z 2007 roku. Było poddane gruntownemu remontowi w 2020 roku. Na 51m2 znajduje się:
- kuchnia z salonem z wyjściem na balkon
- sypialnia (możliwość zamiany wersalki rozkładanej na łóżko)
- łazienka z prysznicem
- balkon z widokiem na drzewa i spokojną ulicę
Mieszkanie jest w kolorach bieli, czerni, złota i zieleni. Parkiet to piękna, francuska jodełka. Kuchnia z biało-czarną posadzką jest bardzo dobrze i funkcjonalnie wyposażona, a jej główną atrakcją i atutem jest wyspa - serce mieszkania. Salon to ściany wykończone sztukaterią oraz wygodny wypoczynek. Dekoracji dopełniają reprodukcje Picasso oraz artystyczne zdjęcia. W słoneczne dni pada tu cudowne światło. W przedpokoju znajduje się miejsce na pralkę. 
W czynszu rachunki za prąd i internet.
Możliwość wynajęcia parkingu w garażu podziemnym oraz darmowy parking przy ulicy. 
Zwierzęta mile widziane. 
Na Kabatach jest wszystko, czego potrzeba do wygodnego i satysfakcjonującego życia: bogaty wybór restauracji, sklepy osiedlowe, korty tenisowe, basen, siłownia, kino, w sezonie bazarki ze świeżymi warzywami oraz zielony i relaksujący Las Kabacki z ścieżkami do biegania. Lokalizacja krok od stacji Metro Kabaty oraz 15 minut od lotniska Chopina to wymarzony trakt komunikacyjny. ",https://www.otodom.pl/pl/oferta/przestronne-sloneczne-i-stylowe-kabaty-ID4pc3O
2 600 zł,650 zł/miesiąc,"ul. Mokotowska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",26 m²,1,parter/7,kamienica,,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1950,oddzielna kuchnia,52.22445,21.021543,"Kawalerka 26m2 z oddzielną kuchnią w topowej lokalizacji u zbiegu ul. Mokotowskiej oraz ul.Pięknej.

Okna mieszkania wychodzą na podwórze, stąd mimo lokalizacji w ścisłym centrum w mieszkaniu jest cicho. Mieszkanie znajduje się na wysokim parterze.

Rozkład mieszkania – korytarz, pokój, łazienka, kuchnia. Mieszkanie jest w pełni wyposażone, gotowe do zamieszkania. Pokój oddzielony jest od reszty mieszkania drzwiami, więc mieszkanie nadaje się zarówno dla jednej osoby jak i pary. Świetna lokalizacja na butikowej ul. Mokotowskiej, 10 min pieszo do metra Politechnika a także blisko autobusy i tramwaje we wszystkie kierunki Warszawy.

Koszt wynajmu to 2600 zł + 650 zł ryczałt za opłaty (czynsz administracyjny, prąd).

Wymagana kaucja w wysokości miesięcznego zobowiązania.

Mieszkanie dostępne od 01.04.2024.",https://www.otodom.pl/pl/oferta/kawalerka-26m2-oddzielna-kuchnia-ul-mokotowska-ID42E7g
5 000 zł,970 zł/miesiąc,"ul. Nowolipie, Muranów, Śródmieście, Warszawa, mazowieckie","49,7 m²",3,3/4,blok,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",nie,,,pom. użytkowe,52.243378,20.992663,"Wyjatkowe, kompletnie odnowione, nowoczesne mieszkanie idealne dla osób pracujących w pobliskim centrum biznesowym.
Mieszkanie (49,3m2) jest położone na 3 piętrze i składa się z w pełni umeblowanego salonu z aneksem kuchennym (18m2) wyposażonym w wysokiej klasy sprzęt AGD oraz wykonaną na zamówienie zabudową meblową, funkcjonalnej sypialni (12,4m2), pokoju goscinnego z funkcja biura (ok.8m2) ,  łazienki z kabiną prysznicową (2,7m2) i przedpokoju. Lokal został zaaranżowany w jasnej tonacji, a jego indywidualny styl podkreśla znakomicie zaprojektowane oświetlenie.
Lokalizacja gwarantuje szybki dostęp do stacji metra oraz bogatej infrastruktury.
WARUNKI UMOWY NAJMU:
- 5000PLN + 300 PLN miejsce postojowe w garażu w okolicy (na zyczenie) + czynsz administracyjny 970 PLN (wraz mediami) + energia elektryczna; mozliwosc komorki lokatorskiej (w cenie).
- okres najmu: minimum 12 miesięcy
- umowa w formie najmu okazjonalnego
- dla niepalacych
- zwierzeta nie sa akceptowane",https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-kompletnie-odnowione-ID4pfAO
3 000 zł,676 zł/miesiąc,"ul.Jana Kazimierza 29, Ulrychów, Wola, Warszawa, mazowieckie",42 m²,2,2/6,blok,balkon,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2017,,52.23338,20.95718,"Mieszkanie 2017 r, 2 piętro, winda, balkon. Mieszkanie umeblowane, garderoba, garaż podziemny zamykany, rowerownia-wózkownia zamykana.",https://www.otodom.pl/pl/oferta/mieszkanie-42m2-2pokoje-garaz-podziemny-wwa-wola-ID3ludI
7 700 zł,935 zł/miesiąc,"pieskowa skała, Wyczółki, Ursynów, Warszawa, mazowieckie",75 m²,4,4/4,apartamentowiec,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2015,"klimatyzacja, oddzielna kuchnia, pom. użytkowe",52.159782,20.996219,"Ogłoszenie PRYWATNE - w przypadku zainteresowania przekazuję namiar do Agenta z którym współpracuję.
------
Do wynajmu przestronny 4pokojowy penthouse z WIDOKOWYM DUŻYM TARASEM 55m2 na ostatnim 4 piętrze z windą. Każdy z pokojów posiada swój balkon i wyjście na taras.
Apartament na zamkniętym osiedlu z duży patio pięknie zagospodarowanym, z placem zabaw, ławeczkami itp nieopodal Mordor i zagłębie korporacji.
  Apartament 75m2 ma 4 pokoje oraz KLIMATYZACJĘ, jest świeżo po remoncie i składa się z :
1) salon z nowym TV Samsung 65cali, ze stołem jadalnianym, krzesłami i nową kanapą 
2) pół zamknięta kuchnia z piekarnikiem i płytą Electrolux, okapem, zmywarką i wolnostojąca lodówką
3) przestronny przedpokój z dużymi szafami pod zabudowę
3) sypialnia z łóżkiem 200x140, szafa duża pod zabudowę
4) łazienka z wanną, meblami pod zabudowę w tym kosz na pranie i pralko-suszarka LG
5) toaleta z WC
6) pokój 1 z szafą, komodą z nadbudową do adaptacji na biuro lub pokój dziecka
7) pokój 2 z szafą do adaptacji na biuro lub pokój dziecka
  Do mieszkania przynależą DWA MIEJSCA POSTOJOWE obok siebie oraz BOX zlokalizowany bardzo blisko windy - w cenie 500zł. 
 ",https://www.otodom.pl/pl/oferta/penthouse-ursynow-4pok-z-duzym-tarasem-2miejsca-ID4outF
2 500 zł,700 zł/miesiąc,"ul. Maszewska, Chomiczówka, Bielany, Warszawa, mazowieckie",34 m²,2,7/10,blok,balkon,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,2000,tylko dla niepalących,52.274575,20.913229,"Do wynajęcia mieszkanie 34m2, 2 -pokojowe z dużym balkonem przy ul. Maszewskiej na warszawskiej Chomiczówce.

Mieszkanie 1 rok temu odświeżane, znajduje się na 7 piętrze 10-cio piętrowego budynku z windą na zamkniętym osiedlu i składa się z:

- pokoju z oddzielonym aneksem kuchennym – 2 regały, szafka, TV, stół, sofa, stolik rozkładany, krzesła barowe, lodówka, płyta elektryczna, piekarnik, mikrofala.

- sypialni, duża szafa w zabudowie, łóżko 140x200

- łazienki z WC - prysznic, umywalka, pralka, 2 szafki

- przedpokoju - szafa w zabudowie

- dużego balkonu 18m2

Z 7 piętra roztacza się piękny widok na zieleń równocześnie zapewniając prywatność, bo nie ma sąsiadów okno w okno. Jest to narożne mieszkanie, okna są od strony południowej i zachodniej, zapewniają dobre nasłonecznienie i sprawiają, że mieszkanie jest jasne i przyjemne (latem do dyspozycji w oknach drewniane żaluzje).

Zaletą mieszkania jest jego położenie przy lesie co zapewnia ciszę i spokój a osobom aktywnych daje możliwość uprawiania sportów.

Jest dobrze usytuowane komunikacyjnie:
· 6 min do przystanku autobusowego,
. 15 minut można dojechać do metra Młociny
· 350m do Carrefour Express
· 1km do przystanku tramwajowego przy ulicy Wólczyńskiej
· do Centrum dojazd w ok. 30 minut

Cena wynajmu razem to 3200 PLN + prąd (ok. 90zł). 
Mieszkanie jest dostępne od zaraz, umowa na wynajem okazjonalny.
Ogłoszenie jest prywatne, pośrednikom dziękuje!",https://www.otodom.pl/pl/oferta/bielany-chomiczowka-mieszkanie-2-pok-34m2-ID4pfB4
3 800 zł,630 zł/miesiąc,"ul. Węgierska, Stara Ochota, Ochota, Warszawa, mazowieckie",36 m²,2,2/4,kamienica,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1935,piwnica,52.218172,20.979464,"Ogłoszenie PRYWATNE - w przypadku zainteresowania przekazuję namiar do Agenta z którym współpracuję.
-
Do wynajmu przestronny 2 pokojowy apartament 36m2 na 2 piętrze w odnowionej przedwojennej kamienicy - wysokie pomieszczenia 2,80cm. Apartament po GENERALNYM REMONCIE, wymienione okna na 3 szybowe, wszystko nowe i jeszcze nie użytkowane przez nowego najemcę.
Apartament z balkonem, z dużym patio i ławeczkami, bardzo ciche i spokojne. 
  Składa się z:
1) salon z nowym TV Samsung 55cali, ze stołem jadalnianym, krzesłami i nową kanapą 
2) otwarta kuchnia z piekarnikiem i płytą Electrolux, okapem, zmywarką oraz lodówką
3) sypialnia z łóżkiem 200x140, szafa duża pod zabudowę
4) przedpokój
5) łazienka z meblami pod zabudowę oraz PRALKO-SUSZARKĄ
Do mieszkania przynależy PIWNICA - już w cenie odstępnego. 
 ",https://www.otodom.pl/pl/oferta/mieszkanie-2pok-stara-ochota-kamienica-po-remoncie-ID4outV
2 660 zł,430 zł/miesiąc,"ul. Samuela Bogumiła Lindego, Wrzeciono, Bielany, Warszawa, mazowieckie",30 m²,2,parter/4,blok,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,1960,"piwnica, tylko dla niepalących, pom. użytkowe",52.288403,20.94634,"Przytulne, dwupokojowe mieszkanie, doskonale położone obok Metra Wawrzyszew (5 min) i tramwaju  UKSW (3min). Zamykana sypialnia, aneks do pracy, pojemna szafa zabudowana, bogato wyposażony aneks kuchenny, przestronna łazienka, szybki internet.
Dostępne od kwietnia. Możliwy wynajem wcześniej po dodatkowych uzgodnieniach.
Mieszkanie o powierzchni 30 m² (ok. 26m2 + piwnica ok. 4m2) , położone na zielonej i spokojnej dzielnicy Bielany - obok park bielański. Jest ono słoneczne, posiada niski czynsz (około 168 zł + 262 zł zaliczka na media tj. woda, centralne ogrzewanie, dodatkowo płatne internet, tv - 90 zł oraz energia el. zaliczka 72 zł) oraz doskonale skomunikowane :-)

Mieszkanie jest bezpośrednio po remoncie - wykończone i wyposażone w wysokim standardzie (pełne wyposażenie - gotowe do wprowadzenia).
Mieszkanie jest przez cały dzień jasne i oświetlone naturalnym światłem. Do mieszkania przynależy również duża piwnica (ok. 4m2), w której można zmagazynować wózek lub rower.

Blisko bloku znajduje się do Państwa dyspozycji park bielański, ośrodek sportowy dzielnicy Bielany z basenem - nowoczesny kompleks rekreacyjno-sportowy.
Jest to idealne miejsce na spacery, jazdę rowerem lub rolkami oraz wypoczynek i rekreację.

Lokalizacja jest idealna i doskonale skomunikowana. Okolica jest bardzo zielona, cicha i bezpieczna. Obok bloku znajdują się bezpłatne miejsca parkingowe.
Park Bielański - 50m | 1 min pieszo
Żabka - 200 metrów | 2 min pieszo
Ośrodek rekreacyjno-sportowy z basenem – 250 metrów | 3 min pieszo
Tramwaj – 300 metrów | 3 min pieszo (linie: 6,17)
Autobus - 300 metrów | 3 min pieszo (linie: 103,121,181,N46)
Metro - 500 metrów | 5 min pieszo (linie: M1)
Autobus przy Metrze -  500 metrów | 5 min pieszo (linie: 156,184,303)
Uczelnie:
AWF - 1,5 km | 4 min rowerem
UKSW - 1,5 km | 4 min rowerem
Metro Centrum - 18 min
Politechnika Warszawska - 20 min Metrem (stacja Wawrzyszew- Stacja Politechnika)
SGH - 21 min Metrem (stacja Wierzbno - Stacja Pole Mokotwoskie)
Bezpośrednia komunikacja z centrum biznesowym Domaniewska-Postępu - 30 min Tramwajem.
Pełne wyposażenie:
- pralko-suszarka
- zmywarka
- pojemna lodówka z zamrażalnikiem
- piekarnik z mikrofalą
- płyta indukcyjna
- czajnik
- ekspres do kawy
- komplet naczyń (talerze, szklanki, kubki), sztućce i garnki !!!
- deska do prasowania
- żelazko
Mieszkanie jest dostępne od kwietnia - a wyposażenie pozwala na wprowadzenie od zaraz.
Zadzwoń i nie zwlekaj, ponieważ oferta może za kilka dni być już nieaktualna!
W razie chęci obejrzenia mieszkania proszę dzwonić w godzinach 16-22.
Wysokość opłat za media i opłat administracyjnych jest zależna od liczby osób w mieszkaniu. Dodatkowa osoba to wzrost o około 200 zł.
Podana wysokość kaucji jest kwotą szacunkową i ustalana indywidualnie.
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/warszawa-bielany-lindego-blisko-metro-wawrzyszew-ID4d0Oo
